id,pagename,spotkey,categoryid,articletitle,articlecaption,lastmodified,metatag_title,metatag_description,lastmodby,articlebody,metatag_keywords,custom_metatags_override
"13","","20","14","I have a question on my charges.","","4/17/2002 12:00:00 AM","","","","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to review your orders. You may compare your order history on our website, with your financial records. If you have further questions or concerns, please contact customer service for further assistance.","",""
"22","","20","13","Privacy Policy","","4/17/2002 12:00:00 AM","","","","We value your privacy. Please view our <a href=""terms_privacy.asp"">Privacy Policy</a> for complete details on how we use the information we collect.","",""
"25","","20","12","What are my payment choices?","","11/12/2009 5:54:00 PM","","","1","During the checkout process you may choose any of our current payment options (Visa, Mastercard, Amex, or Paypal) and continue to place your order. Please note that we will not ship your order until we receive payment from you.","",""
"32","","20","9","How do I change quantities or cancel an item in my order?","","4/17/2002 12:00:00 AM","","","","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to view orders you have placed. Then click the ""<a href=""orders.asp"">Change quantities / cancel orders</a>"" link to find and edit your order. Please note that once an order has begun processing or has shipped, the order is no longer editable.","",""
"36","","20","10","How do I edit my account information?","","4/17/2002 12:00:00 AM","","","","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to edit your account information.","",""
"15","","30","14","I need a copy of my receipt/invoice.","","4/17/2002 12:00:00 AM","","","","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to print invoices.","",""
"23","","30","13","Security","","4/17/2002 12:00:00 AM","","","","This website is protected with SSL (secure socket layer) encryption, the highest standard in Internet security.","",""
"26","","30","12","When will my order ship and what are my shipping charges?","","4/17/2002 12:00:00 AM","","","","Shipping is automatically calculated prior to submitting your payment information.  Simply add items to your cart and proceed to the Checkout page where you will be offered Shipping Method choices and their prices. We will ship your order shortly after we receive payment from you.","",""
"29","","30","9","How do I track my order?","","4/17/2002 12:00:00 AM","","","","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to track your order.","",""
"39","","30","10","How much is my shipping?","","4/17/2002 12:00:00 AM","","","","Shipping is automatically calculated prior to submitting your payment information.  Simply add items to your cart and proceed to the Checkout page where you will be offered Shipping Method choices and their prices.","",""
"12","","40","14","When will my credit appear on my account?","","4/17/2002 12:00:00 AM","","","","Credits usually take 7-10 business days from the time we receive your item(s).","",""
"18","","40","15","How do I use a coupon?","","4/17/2002 12:00:00 AM","","","","After adding items to your cart, click the ""<a href=""shoppingcart.asp"">View Cart</a>"" link at the top of this site to view your cart. At the bottom of the shopping cart you'll see a box where you may enter your coupon code.","",""
"27","","40","12","What is the return policy?","","4/4/2014 6:50:00 PM","","","1","We understand that sometimes you need to return an item and we will do 
our best to work with you.  You can return your order for any reason 
within the first 30 days from purchase date per the terms outlined 
below.  We will send you a return shipping label or issue a UPS call tag
 to pick up the product.<br /><br /><span style=""font-weight: bold;"">All returns must meet this criteria</span>:<br /><ul><li>Product must have been purchased at oransi.com</li><li>All original packaging and accessories included in return.</li><li><a title=""returns request"" href=""http://www.oransi.com/returns.asp"">Returns request</a> is submitted within 30 of purchase date.</li></ul><span style=""font-weight: bold;"">General Returns</span><br />You
 can return anything within 30 days of purchase for any reason.  We will
 send you a return shipping label or issue a UPS call tag to pick up the
 product.  To help offset the cost that we incur from return shipping 
and handling we will charge a 10% restock fee. <br /><br />The refund will 
be credited back to your credit card or paypal account that was used on 
the order.  Any expedited shipping costs are not reimbursed.<br /><br />For 
multi-unit orders where all of the units are returned except one unit, 
we will refund an amount to get the net payment equal to the full price 
of one unit.  For example, if 2 air purifiers are purchased at a 
discounted price and one is returned, we will credit back the amount to 
get your net payment to the price of one unit.<br /><br />All returns will be inspected and we reserve the right to modify the refund amount depending upon the product condition.<br /><br /><span style=""font-weight: bold;"">Defective Products</span><br />
If your product is defective and within the warranty period, please submit a <a title=""return request"" href=""http://www.oransi.com/returns.asp"">return request</a>
 so we can correct the issue. We will gladly replace any defective 
product at our cost provided the product remains within the warranty 
period (10 years for v-HEPA air purifiers and 1 year for most other 
products) and the product has not been altered in any way and was used 
as described in the user's manual. 
 Maintenance such as replacement filters for the v-HEPA air purifiers 
must be performed within the recommended intervals to prevent from 
burning out the motor.  Warranty policy only applies to the original 
purchaser of the product.  Consumable items such as filters, washing 
refills, etc are not covered under the warranty program.","",""
"31","","40","9","My order never arrived.","","11/18/2009 1:55:00 PM","","","1","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to track your order status. Be sure that all of the items in your order have shipped already. If you order displays your Package Tracking Numbers, check with the shipper to confirm that your packages were delivered. If your packages each show a status of ""delivered"", please contact Customer Service for assistance.","",""
"37","","40","10","I forgot my password.","","4/17/2002 12:00:00 AM","","","","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site. Under the login box you'll see a link that says ""Forgot your password? Click here"". That link will send an email to you with your password.","",""
"11","","50","14","When will my credit card be charged?","","4/17/2002 12:00:00 AM","","","","Your credit card will be charged within 24 hours prior to shipment of your item(s).","",""
"33","","50","9","An item is missing from my shipment.","","4/17/2002 12:00:00 AM","","","","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to track your order status. Be sure that all of the items in your order have shipped already. If you order displays your Package Tracking Numbers, check with the shipper to confirm that your packages were delivered. If your packages each show a status of ""delivered"", please contact customer service for assistance.","",""
"38","","50","10","How do I return my product?","","4/4/2014 6:49:00 PM","","","1","We understand that sometimes you need to return an item and we will do 
our best to work with you.  You can return your order for any reason 
within the first 30 days from purchase date per the terms outlined 
below.  We will send you a return shipping label or issue a UPS call tag
 to pick up the product.<br /><br /><span style=""font-weight: bold;"">All returns must meet this criteria</span>:<br /><ul><li>Product must have been purchased at oransi.com</li><li>All original packaging and accessories included in return.</li><li><a title=""returns request"" href=""http://www.oransi.com/returns.asp"">Returns request</a> is submitted within 30 of purchase date.</li></ul><span style=""font-weight: bold;"">General Returns</span><br />You
 can return anything within 30 days of purchase for any reason.  We will
 send you a return shipping label or issue a UPS call tag to pick up the
 product.  To help offset the cost that we incur from return shipping 
and handling we will charge a 10% restock fee. <br /><br />The refund will 
be credited back to your credit card or paypal account that was used on 
the order.  Any expedited shipping costs are not reimbursed.<br /><br />For 
multi-unit orders where all of the units are returned except one unit, 
we will refund an amount to get the net payment equal to the full price 
of one unit.  For example, if 2 air purifiers are purchased at a 
discounted price and one is returned, we will credit back the amount to 
get your net payment to the price of one unit.<br /><br />All returns will be inspected and we reserve the right to modify the refund amount depending upon the product condition.<br /><br /><span style=""font-weight: bold;"">Defective Products</span><br />
If your product is defective and within the warranty period, please submit a <a title=""return request"" href=""http://www.oransi.com/returns.asp"">return request</a>
 so we can correct the issue. We will gladly replace any defective 
product at our cost provided the product remains within the warranty 
period (10 years for v-HEPA air purifiers and 1 year for most other 
products) and the product has not been altered in any way and was used 
as described in the user's manual. 
 Maintenance such as replacement filters for the v-HEPA air purifiers 
must be performed within the recommended intervals to prevent from 
burning out the motor.  Warranty policy only applies to the original 
purchaser of the product.  Consumable items such as filters, washing 
refills, etc are not covered under the warranty program.","",""
"34","","60","9","My product is missing parts.","","4/17/2002 12:00:00 AM","","","","Click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to track your order status. Be sure that all of the items in your order have shipped already. If you order displays your Package Tracking Numbers, check with the shipper to confirm that your packages were delivered. If your packages each show a status of ""delivered"", please contact customer service for assistance.","",""
"41","","60","10","I received the wrong product.","","4/17/2002 12:00:00 AM","","","","If you feel that you have received the wrong product, please contact customer service within 72 hours of receiving the product.","",""
"30","","70","9","When will my backorder arrive?","","4/17/2002 12:00:00 AM","","","","Backordered items are those which our suppliers are unable to predict when they will have more in stock, but as soon as they do, we will be able to ship the item to you.","",""
"42","","70","10","What is your return policy?","","4/4/2014 6:50:00 PM","","","1","We understand that sometimes you need to return an item and we will do 
our best to work with you.  You can return your order for any reason 
within the first 30 days from purchase date per the terms outlined 
below.  We will send you a return shipping label or issue a UPS call tag
 to pick up the product.<br /><br /><span style=""font-weight: bold;"">All returns must meet this criteria</span>:<br /><ul><li>Product must have been purchased at oransi.com</li><li>All original packaging and accessories included in return.</li><li><a title=""returns request"" href=""http://www.oransi.com/returns.asp"">Returns request</a> is submitted within 30 of purchase date.</li></ul><span style=""font-weight: bold;"">General Returns</span><br />You
 can return anything within 30 days of purchase for any reason.  We will
 send you a return shipping label or issue a UPS call tag to pick up the
 product.  To help offset the cost that we incur from return shipping 
and handling we will charge a 10% restock fee. <br /><br />The refund will 
be credited back to your credit card or paypal account that was used on 
the order.  Any expedited shipping costs are not reimbursed.<br /><br />For 
multi-unit orders where all of the units are returned except one unit, 
we will refund an amount to get the net payment equal to the full price 
of one unit.  For example, if 2 air purifiers are purchased at a 
discounted price and one is returned, we will credit back the amount to 
get your net payment to the price of one unit.<br /><br />All returns will be inspected and we reserve the right to modify the refund amount depending upon the product condition.<br /><br /><span style=""font-weight: bold;"">Defective Products</span><br />
If your product is defective and within the warranty period, please submit a <a title=""return request"" href=""http://www.oransi.com/returns.asp"">return request</a>
 so we can correct the issue. We will gladly replace any defective 
product at our cost provided the product remains within the warranty 
period (10 years for v-HEPA air purifiers and 1 year for most other 
products) and the product has not been altered in any way and was used 
as described in the user's manual. 
 Maintenance such as replacement filters for the v-HEPA air purifiers 
must be performed within the recommended intervals to prevent from 
burning out the motor.  Warranty policy only applies to the original 
purchaser of the product.  Consumable items such as filters, washing 
refills, etc are not covered under the warranty program.","",""
"40","","80","10","When will my order ship?","","4/17/2002 12:00:00 AM","","","","Please see each individual item page for more information on the availability of each item. Also, after placing your order, you may click the ""<a href=""myaccount.asp"">My Account / Order Status</a>"" link at the top right hand side of our site to track the status of your order. You will receive a shipment confirmation when your order has shipped and tracking information within 24-48 hours of shipment.","",""
"272","","google_analytics_tracking_code","6","","","","","","","<script type=""text/javascript"">

  var _gaq = _gaq || [];
  _gaq.push(['_setAccount', '$(GoogleAnalyticsTrackingID)']);
  _gaq.push(['_trackPageview']);

  (function() {
    var ga = document.createElement('script'); ga.type = 'text/javascript'; ga.async = true;
    ga.src = ('https:' == document.location.protocol ? 'https://ssl' : 'http://www') + '.google-analytics.com/ga.js';
    var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ga, s);
  })();

</script>","",""
"106","","Private_Section_Customers_Only","6","","","6/20/2005 12:00:00 AM","","","","<font size=3 color=CC0000><b>You do not have access to this page. Please contact customer service for further details on accessing this password protected section.</b></font>","",""
"1","AboutUs.asp","","1","","","5/4/2015 1:52:00 PM","About Oransi","About Oransi:  the story of what we do, why we do it.","12811","<!--//<br>-->

<link type=""text/css"" href=""/v/cdev/video-lightbox/css/video_lightbox.css"" rel=""stylesheet"">
<link type=""text/css"" href=""/v/vspfiles/templates/OransBL2/landingpages/aboutus/aboutus.css"" rel=""stylesheet"">
    
    
<div id=""aboutus-wrapper"">
    
    <div id=""aboutus_header"">
        
        <h1>About Us</h1>
        
        
        <a id=""video_trigger"" href=""//youtu.be/hbRMvga_wc8"" title=""Company Video""></a>
        
        
    </div>
    
    
    
    
    
    <div id=""our-promise"">
        <p id=""header-text"">As allergy and asthma sufferers ourselves, we have tried most of the air purifiers on the market and haven't found a competitor's product that has met our needs. With that as a background we build products that we need and want to use. We built the first high performance air purifiers made in USA with all of the key components from the US except for the motor (Germany). These products are being sold in the US but also exported to Asia given their air quality issues. We also built a company that we would want to do business with. Oransi, pronounced (oh-ron-see).</p>
        
        <div class=""aboutus_points_wrapper"">
            <div id=""easy"" class=""points"">
                <h3>easy to use</h3>
                <p>We build products that don't require a PhD to operate.</p>
            </div>
            <div id=""effective"" class=""points"">
                <h3>effective</h3>
                <p>Bottom line, an Oransi product is built to get the job done. All new products are now made in the US and the Erik series uses the best motor and filters in the world.</p>
            </div>
            <div id=""service"" class=""points"">
                <h3>service is key</h3>
                <p>Customer service isn't a department but rather a way of doing business and approached by how we would want to be treated with fast, friendly service.</p>
            </div>
            <div id=""everything"" class=""points"">
                <h3>customers are everything</h3>
                <p>We don't forget that we are in business to serve our customers and would not be here without you. Thanks!</p>
            </div>
        </div>
        
        
        
    </div>
    
    
    
    
    
    <div id=""our-story"">
        <h2>Our Story</h2>
        <div id=""our-story-text"">
            <div id=""our-story-text-left"">
                <p>Oransi began as an engineer's quest to find better indoor air quality for his asthmatic son.</p>
                <p>Here is Peter's story:<br/>I first became interested in air purifiers when my son struggled with asthma as an infant and young child.  As a parent, I felt helpless and often the medicine prescribed by the doctors seemed worse than him not being able to breathe.  I tried most of the air purifiers on the market and was not satisfied that they were properly cleaning the air.  So, for more than 12 years now we have been designing and making air purifiers to provide the cleanest air possible.</p>
                <p>Our initial products focused on high quality and affordability especially as it relates to filter replacement costs.  We have since added commercial air purifiers and make the best air purifiers in the world.  All of our new products are made in the US. Our business is set up differently than most in that our customer service team is made up of stay at home moms in the Austin area. When possible we encourage our employees to work from home since it benefits them and you.</p>
            </div>
            <div id=""our-story-text-right"">
                <p>As a global company with offices in the US and China, we are different in that we tailor our solutions to meet the needs of each market.  When you purchase an Oransi product you are getting the latest technology providing you with the cleanest air possible, while also sharing our company's mission to alleviate asthma, support students and improve the environment.</p>
                <p>HEPA technology was invented in America and Oransi works with the leading American scientists to further innovate our HEPA and carbon filters to provide you with the latest technology and cleanest air.</p>
                <p>Oransi is a variation of Oranssi, a Finnish word that means orange, a tribute to our founder's hometown and heritage.  We are a veteran owned business.</p>
            </div>
            <div id=""video"">
                  <iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/hbRMvga_wc8"" frameborder=""0"" allowfullscreen></iframe>
            </div>
        </div>
    </div>
    
    
    
    
    <script>
    
        jQuery('#video_trigger').bind('click', function(event) {
                
                
                
                event.preventDefault();
                
                var urlString = jQuery(this).attr('href');
                var youtubeCode = urlString.split(""/"")[3];
                
                
                
                var videoHTML = '<div><iframe width=""853"" height=""480"" src=""//www.youtube.com/embed/' + youtubeCode + '?feature=player_detailpage&rel=0"" frameborder=""0"" allowfullscreen></iframe></div>';
            
                jQuery(videoHTML).dialog({
                    dialogClass : 'video_lightbox',
                    draggable : false,
                    height : 510,
                    modal : true,
                    resizable : false,
                    width : 883,
                    open: function(){
                        jQuery('.ui-widget-overlay').bind('click',function(){
                            jQuery('.video_lightbox').dialog('close');
                        })
                    },
                    close : function (event, ui) {
                        try {
                            jQuery(this).dialog().attr('src', '');
                            jQuery(this).dialog().remove();
                        } catch(e){}
                    }
                });

                
                
                
                
        });
    
    
    </script>
    
    
    
    
    
    
</div>","oransi, company, oransi about us, about oransi, what we do, nimble cleaning, environment, so much better clean, air cleaner","<title>About Oransi</title>
<meta name=""Description"" content=""About Oransi:  the story of what we do."" />
<meta name=""Keywords"" content=""oransi, company, oransi about us, about oransi, what we do, nimble cleaning, environment, so much better clean, air cleaner"" />"
"89","AccountSettings.asp","Billing_Address_Instructions","1","","","8/30/2003 12:00:00 AM","","","","","",""
"88","AccountSettings.asp","Email_Password_Instructions","1","","","8/30/2003 12:00:00 AM","","","","","",""
"91","AccountSettings.asp","Payment_Method_Instructions","1","","","8/30/2003 12:00:00 AM","","","","","",""
"90","AccountSettings.asp","Shipping_Address_Instructions","1","","","8/30/2003 12:00:00 AM","","","","","",""
"8","Affiliate_info.asp","","4","Affiliate Program","Oransi Affiliate Marketing Program","10/4/2010 9:51:00 PM","","","1","Our unique affiliate program allows you the potential to generate a solid income, with tools we have developed to help you be successful. You will receive your own unique URL which will automatically track all sales you generate. We even provide you with banner ads and text links that you can just choose, copy & paste! Be on your way to success today, signup now!
<br><br>
Note: we are very selective in approving affiliate members.  You must have a registered business, unique value proposition and agree to our terms and conditions.","",""
"9","Affiliate_signup.asp","","4","","","6/24/2002 12:00:00 AM","","","","Confirm your information below to complete the signup process.","",""
"10","Affiliate_thankyou.asp","","4","","","4/13/2002 12:00:00 AM","","","","Thank you for your interest!<BR><BR><font size='3' color='CC0033'><b>Please allow 24 hours for your account to be approved and fully activated.</b></font>","",""
"104","catalog_subscribe.asp","catalog_subscribe","6","","","2/18/2005 12:00:00 AM","","","","Please fill in the form below to subscribe to our print catalogs...","",""
"105","catalog_subscribe.asp","catalog_subscribe_confirmed","6","","","2/18/2005 12:00:00 AM","","","","Thank you for subscribing to our catalogs!","",""
"79","cindex.asp","cindex_top","1","","","7/16/2003 12:00:00 AM","","","","<font size=4><b>Category Index</b></font>","",""
"2","Default.asp","Above_Featured_Products","3","","","9/29/2015 3:07:00 PM","oransi hepa air filter, purifier and ionic air cleaners","oransi hepa air filter, hepa purifier and silent ionic air cleaners.  Your source for the leading purifiers and nimble cleaning","1","<!--//<br>-->
<link href=""https://plus.google.com/+Oransi"" rel=""publisher"" />

<link type=""text/css"" href=""/v/cdev/video-lightbox/css/video_lightbox.css"" rel=""stylesheet"">
<script type=""text/javascript"" src=""/v/cdev/video-lightbox/js/video_lightbox.js""></script>
<script>jQuery(document).ready(function(){jQuery(""#bl_rewold_container"").rewold({objects:rewold_objects,displayLength: 5, transition: 'fade'});});</script>

<div id=""hero_container"">
	<div id=""bl_rewold_container"" data-bl-rewold-filter=""homepage"">
		<script type=""text/javascript"" src=""/v/rewold/js/hero_images.js.asp?id=homepage""></script><img class=""rewold_default"" src=""/v/rewold/image.asp?id=homepage"" />
	</div>	
</div>
<div class=""full_width_container"">
    <div id=""homepage_top_wrapper"" class=""inner_page_container"">
        
        <h1>Air Purifiers For Home &amp; Commercial Environments</h1>
        <div id=""homepage_callouts"">
            <a href=""/hepa-air-purifiers-s/111.htm"" title=""Air Purifiers"" id=""homepage_callout_1""><h2>Shop Air Purifiers</h2></a>
            <a href=""/replacement-hepa-air-filters-s/20.htm"" title=""Replacement Air Purifier Filters"" id=""homepage_callout_2""><h2>Shop Filters</h2></a>
        </div>
        
    </div>
</div>


<div class=""full_width_container orange_bg"">
    <div id=""homepage_middle_wrapper"" class=""inner_page_container"">
        
        <div id=""homepage_choose"">
          <h4>Not Sure Which Purifier is Right For You?</h4>
            <p>Using our Help Me Choose Wizard, we will guide you through questions that will help determine the right air purifier for your home and address your specific needs. How easy is that?</p>
             <a class=""btn_get_started"" title=""Help Me Choose Wizard"" href=""/Oransi-Help-Me-Choose-Wizard-s/129.htm""></a>
        </div>
        
        
    </div>
</div>


<div class=""full_width_container"">
    <div id=""homepage_bottom_wrapper"" class=""inner_page_container"">
        
        <div class=""homepage_row"">
        
        
            <div id=""homepage_promise"">
                <h4>Our Promise</h4>
                <a class=""learn_more_btn"" href=""/aboutus.asp"" title=""Learn More""></a>
            </div>
            
            <div id=""homepage_edu"">
              <h4>Education Center</h4>
                <p>Learn about indoor air quality, asthma, allergens and more as well as how an Oransi system can provide relief and keep your home clean.</p>
                <a class=""learn_more_btn"" href=""/Education-Center-s/91.htm"" title=""Learn More""></a>
            </div>
            
            
        </div>
        
        <div class=""homepage_row"">
        
        
            <div id=""homepage_compare"">
                <h4>Air Purifier Comparisons</h4>
                <p>Compare and contrast the technical specs of all our air purifiers and find the best unit for your specific needs.</p>
                 <a class=""compare_home_btn"" href=""/Air-Purifier-Comparison-s/53.htm"" title=""Compare Purifiers""></a>
            </div>
        
            <div id=""homepage_news"">
                <h4>In The News</h4>
                <div class=""news_logos"">
                    <img src=""/v/vspfiles/templates/OransBL2/images/new_homepage/home_cnbc.png"" alt=""CNBC"" title=""CNBC"" />
                    <img src=""/v/vspfiles/templates/OransBL2/images/new_homepage/home_forbes.png"" alt=""Forbes"" title=""Forbes"" />
                    <img src=""/v/vspfiles/templates/OransBL2/images/new_homepage/home_tbg.png"" alt=""The Boston Globe"" title=""The Boston Globe"" />
                    <img src=""/v/vspfiles/templates/OransBL2/images/new_homepage/home_bloomberg.png"" alt=""Bloomberg Businessweek"" title=""Bloomberg Businessweek"" />
                </div>
                <a class=""view_all_home_btn"" href=""/In-The-News-s/128.htm"" title=""View All""></a>
            </div>
        
        
        
        </div>
        
    </div>
</div>
<!-- Crazy Egg -->
<script type=""text/javascript"">
setTimeout(function(){var a=document.createElement(""script"");
var b=document.getElementsByTagName(""script"")[0];
a.src=document.location.protocol+""//script.crazyegg.com/pages/scripts/0011/6197.js?""+Math.floor(new Date().getTime()/3600000);
a.async=true;a.type=""text/javascript"";b.parentNode.insertBefore(a,b)}, 1);
</script>","oransi, hepa, air filter, purifier, ionic air cleaners","<title>oransi air cleaning: v-hepa air purifier, robby wash ball, hepa filter, ionic cleaner</title>
<meta name=""Description"" content=""oransi air cleaning:  top rated hepa purifier, robby wash ball, hepa filter, ionic air cleaner to clean better."" />
<meta name=""Keywords"" content=""oransi, oranse, oransee, nimble cleaning, hepa air purifier, hepa air cleaner, hepa air filter, ionic air purifiers, top rated hepa, robby wash, wash ball, so much better clean"" />
<link rel=""canonical"" href=""http://www.oransi.com/""/>"
"72","Default.asp","Above_ProductList1","3","","","8/13/2010 2:44:00 PM","","","1","<img src='/a/i/blank.gif' width='12' height='12' name='placeholder'/>","",""
"73","Default.asp","Above_ProductList2","3","","","4/17/2003 12:00:00 AM","","","","","",""
"74","Default.asp","Above_ProductList3","3","","","4/17/2003 12:00:00 AM","","","","","",""
"71","Default.asp","Below_Featured_Products","3","","","5/3/2012 9:15:00 PM","","","1","<span style=""font-size: 8pt;""><span style=""font-size: 12pt;""><a href=""http://www.oransi.com/help_me_choose_s/53.htm""><span title=""Help Me Choose"" style=""font-weight: bold;"">Help Me Choose</span></a></span><br><br>Welcome, our goal is to provide you with practical and effective cleaning products so you can feel refreshed and be your best.&nbsp; Our line of Oransi v-HEPA Max and Finn air purifiers and filters are designed specifically to provide a high level of performance but at the same time are easy to use, are much quieter than other HEPA filters and the replacement <a title=""oransi low filter costs"" href=""http://www.oransi.com/filter_costs_s/61.htm"">filter costs are the lowest</a>.&nbsp; Our v-HEPA purifiers are most commonly used in bedrooms and offices - rooms where you spend most of your time and want cleaner.&nbsp; In addition, the Oransi v-HEPA air purifiers each meet California's ozone emission standards and have received top reviews.  Our ionic air deodorizers are silent and have no filter replacements and make a great addition to a smaller area such as a refrigerator, closet or bathroom for odor control and freshness.&nbsp; We are thrilled to offer the high efficiency Robby Wash laundry detergent products as a better solution to traditional laundry detergents.<br><br>We have recently added an air purifier review to help you feel confident in your Oransi purchase.&nbsp; We hope that you find the air purifier comparisons helpful and if you have any questions or suggestions don't hesitate to contact us.</span>","",""
"75","Default.asp","Below_ProductList3","3","","","4/17/2003 12:00:00 AM","","","","","",""
"127","donate.asp","Donate_Conclusion","19","","","","","","","","",""
"125","donate.asp","Donate_Currency_Description","19","","","","","","","<div style=""text-align: right;""><b>Donation Amount:</b> <span style=""color: #ff0000;"">*</span><br />(US Dollars)&nbsp;&nbsp;&nbsp;</div>","",""
"124","donate.asp","Donate_Introduction","19","","","1/23/2015 1:59:00 PM","","","12811","<div style=""width: 400px;""><br /><div style=""color: rgb(255, 0, 0); font-weight: bold;"">Support Student Science Education.</div>Thank you for supporting Student Science Education and Research. We've established several funds for you to contribute to that will support our future generations in the fields of science, math and engineering. Thank you for becoming a Digital Education Supporter!</div>","",""
"126","donate.asp","Donate_Program_Description","19","","","","","","","<div style=""text-align: right;""><b>Select a program to donate to</b> <span style=""color: #ff0000;"">*</span>&nbsp;</div>","",""
"129","Email_Me_When_Back_In_Stock.asp","Back_In_Stock_Requests_After","6","","","","","","","","",""
"128","Email_Me_When_Back_In_Stock.asp","Back_In_Stock_Requests_Before","6","","","","","","","","",""
"65","GiftOptions.asp","GiftOptions","2","","","1/9/2003 12:00:00 AM","","","","If your items are a gift, we can wrap them for you. We will also print your gift note on a card and attach it to your item. (Even if you do not purchase gift wrap, simply enter your FREE gift note below, and we will print your gift note on the packing slip.)<br><br>","",""
"108","help.asp","above_help_faq","1","","","7/14/2011 3:07:00 PM","","","1","<span style=""font-size: 10pt;""><span style=""font-weight: bold; font-family: Arial; font-size: 10pt;"">Find quick answers to your questions below...</span><br style=""font-family: Arial;""><span style=""font-family: Arial; font-size: 10pt;"">(888) 281-3948 </span></span><span style=""font-size: 10pt;""><span style=""font-family: Arial; font-size: 10pt;"">(M-F 8AM-5PM CST)</span></span> <br style=""font-family: Arial;""><span style=""font-size: 10pt;""><span style=""font-family: Arial; font-size: 10pt;""><br>Submit an </span><a style=""font-family: Arial;"" title=""online request"" href=""http://www.oransi.com/help_answer.asp?ID=17#46"">online request</a><span style=""font-family: Arial; font-size: 10pt;""> (fastest service - especially outside our business hours and weekends)</span></span><br><br><span style=""font-size: 10pt;"">Oransi LLC<br>1600 Barton Springs Rd<br>Suite 6409<br>Austin, TX 78704<br></span>","",""
"99","Help_EmailBetterPrice.asp","betterprice_instructions","1","","","8/17/2004 12:00:00 AM","","","","Dear valued customer,<BR><BR>We are unable to publish our current price for this item because it is below the minimum advertised price allowed by the manufacturer. To get your instant price quote, please enter your <b>e-mail address</b> in the field below and click submit.","",""
"100","Help_EmailBetterPrice.asp","betterprice_thankyou","1","","","8/17/2004 12:00:00 AM","","","","Dear valued customer,<BR><BR>As requested, we have sent an email to the following address: <b>$(EmailAddress)</b>.<BR><BR>Please check your email box.<BR><BR><b>Thank you for shopping at $(CompanyName)!</b>","",""
"57","Help_FreeShipping.asp","","1","FREE SHIPPING!","on orders of $99 or more","10/28/2002 12:00:00 AM","","","","Simply look for the <img src=""Config_ImagesFolder/Icon_FreeShipping_Small.gif""> logo to enjoy free shipping on selected items throughout the store. If the items in your order which qualify for 'Free Shipping' total $99 or more, your order ships FREE!","",""
"121","kb_results.asp","Above_Category_List","1","","","7/13/2007 3:44:00 PM","","","","","",""
"122","kb_results.asp","Below_Category_List","1","","","7/13/2007 3:44:00 PM","","","","","",""
"93","Login.asp","CheckoutProcess_Introduction","2","","","8/17/2004 12:00:00 AM","","","","The checkout process is quick & easy. Let's begin by asking if you're a new or returning customer...","",""
"96","Login.asp","Login_Anonymous","2","","","8/17/2004 12:00:00 AM","","","","If you do not wish to register, you may instead place this order as a guest.","",""
"95","Login.asp","Login_New_Customers","2","","","3/16/2015 9:03:00 AM","","","6","If this is your <strong>first</strong> purchase with us, please proceed by clicking the following button to continue first-time registration.<BR><BR>","",""
"94","Login.asp","Login_Returning_Customers","2","","","8/17/2004 12:00:00 AM","","","","If you've purchased from us before, please login with your email address and password.","",""
"81","mailinglist_subscribe.asp","mailinglist_subscribe","6","","","8/1/2003 12:00:00 AM","","","","","",""
"97","mailinglist_subscribe.asp","mailinglist_subscribe_confirmed","6","","","1/23/2015 1:23:00 PM","","","12811","Thanks again! We look forward to providing you with value-packed newsletters, information and special offers just for you! To take 10% off your next order, use this one-time use coupon code: NEWSLETTERSIGNUP","",""
"82","mailinglist_unsubscribe.asp","mailinglist_unsubscribe","6","","","8/1/2003 12:00:00 AM","","","","If you would like to be <font color=""#CC0000""><b>REMOVED</b></font> from our Mailing list, please enter your e-mail address below, and click the ""Remove"" button. <b>PLEASE NOTE:</b> If you unsubscribe, you will no longer receive special sale price offers, coupons, or any other discounts that we offer.<br><br>","",""
"123","MetaTags.asp","CUSTOM_GLOBALLY_APPENDED_METATAGS","1","","","7/13/2007 3:44:00 PM","","","","<meta name=""google-site-verification"" content=""Gie2OWM280fZhLMvz_EkulB6EkcnI9AJn7dYTjeHXvo"" />
<meta name=""robots"" content=""INDEX, FOLLOW"" />","",""
"144","MetaTags.asp","CUSTOM_METATAGS_aboutus_OVERRIDE","1","","","","","","","","",""
"148","MetaTags.asp","CUSTOM_METATAGS_affiliate_info_OVERRIDE","1","","","","","","","","",""
"152","MetaTags.asp","CUSTOM_METATAGS_bulkdiscounts_OVERRIDE","1","","","","","","","","",""
